'Description','Type / Format','Last Updated','File Name','Comments','Length','Values','Dataset Name','Dataset Description','Example','Name',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17169','NULL','22','1=Yes','FRINGE_BENEFIT','List of fringe benefits that delegate agencies offer to their employees with calulators and determination of City share','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17179','NULL','22','1=Yes','FRINGE_BENEFIT_TYPE_CODE','List of fringe benefits such as social security','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17190','NULL','22','1=Yes','FUND','Funding sources other than CDBG money that delegates agencies are using for an application','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17219','NULL','22','1=Yes','NON_PERSONNEL_BUDGET','Applicant's nonpersonnel budget for program they are applying for','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17231','NULL','22','1=Yes','OFFICE_HOURS','list of days and hours of operation for delegates','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17246','NULL','22','1=Yes','PERSONNEL_BUDGET','Applicant's personnel budget for program they are applying for','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17259','NULL','22','1=Yes','PIAD','PIAD stands for Problem','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17271','NULL','22','1=Yes','PREVIOUS_FUNDING','List of previous funding applicant has received for the program they are applying for','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17279','NULL','22','1=Yes','PREVIOUS_FUNDING_TYPE_CODE','Funding categories that applicant has previously applied for.','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17290','NULL','22','1=Yes','PROGRAM','List of CDGA programs','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17298','NULL','22','1=Yes','SERVICE_AREA','Applicant address that will provide services for this program','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17307','NULL','22','1=Yes','STREET','list of valid city street names','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17316','NULL','22','NULL','SYSTEM_MESSAGE','Messages to be displayed on CDGA dashboard','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:18','VALID_17335','NULL','22','NULL','SYSTEM_MESSAGE_CATEGORY','Categories for messages to be displayed on CDGA dashboard','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:19','VALID_17350','NULL','22','1=Yes','SYSTEM_SETTINGS','Dates that system is available to users based upon their role','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:19','VALID_17363','NULL','22','1=Yes','WARDS_SERVED','Adjacent wards that will be served by a delegate applications','NULL','VALID',
'Valid? 1 - yes','NUMBER','2013-05-07 00:54:19','VALID_17390','NULL','22','1=Yes','WORK_PROGRAM','Performance measures for applicants','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:45','VALID_17504','NULL','1',''Y'','BU50T1_BENCHMARKS','legacy table from the CIP system which was replaced by CPM; no longer used in current CPM operations','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:45','VALID_17528','NULL','1',''Y'','BU50T1_BUREAUS','stores the list of all bureaus in CPM','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:45','VALID_17614','NULL','1',''Y'','BU50T1_CDOT_CONTRACT_BENCHMARK','stores contract benchmark information contained in the legacy system CIP; which was replaced by CPM.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:45','VALID_17662','NULL','1','NULL','BU50T1_CIP_MEASURE_TYPES','measurement types of the legacy CIP system','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:45','VALID_17681','NULL','1','NULL','BU50T1_CIP_WORK_CATEGORIES','Legacy CIP system work categories','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:45','VALID_17689','NULL','1','NULL','BU50T1_CIP_WORK_TYPES','Legacy CIP system work types','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:46','VALID_17748','NULL','1',''Y'','BU50T1_DEPARTMENTS','stores the list of all departments in CPM','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:46','VALID_17761','NULL','1',''Y'','BU50T1_DEPARTMENT_PROJECTS','contains the link of the CPM number to the department specific non-CPM number.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:46','VALID_17875','NULL','1',''Y'','BU50T1_FACILITIES','Contains all CPM facility information.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:46','VALID_17970','NULL','1',''Y'','BU50T1_FUNDING_ACCTS','Contains all the funding accounts as listed in the legacy CIP system.  This table is no longer used.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:46','VALID_17983','NULL','1','NULL','BU50T1_FUNDING_PROCESS','Contains the funding process as listed in the legacy CIP system.  This table is no longer used.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:46','VALID_17994','NULL','1','NULL','BU50T1_FUNDING_SOURCE','contains the funding source as listed in the legacy CIP system.  This table is no longer used.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:47','VALID_18021','NULL','1',''Y'','BU50T1_GEO_BOUNDARIES','Contains the geography boundaries for geocoding.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:47','VALID_18042','NULL','1',''N'','BU50T1_GEO_SHAPES','Contains all valid geocode shapes/geographies that are available for CPM use.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:47','VALID_18052','NULL','1','NULL','BU50T1_MEASURE_TYPES','Contains all units of measurement of work types contained in CPM.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:47','VALID_18098','NULL','1',''Y'','BU50T1_PERSONNEL','Contains the list of CIP users that should have had access to CPM for the initial go-live.  This table is no longer used.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:47','VALID_18150','NULL','1',''Y'','BU50T1_PROGRAMS','Table contains the Programs which assigned to projects.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:47','VALID_18172','NULL','1',''Y'','BU50T1_PROJECTS','Table contains the header information for all CPM projects.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:48','VALID_18442','NULL','1',''Y'','BU50T1_PROJECT_REQ_NOTES','Table not used.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:48','VALID_18475','NULL','1',''Y'','BU50T1_PROJECT_TASK_NOTES','Contains the current task notes for a CPM project.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:48','VALID_18487','NULL','1',''Y'','BU50T1_PROJECT_TASK_NOTE_JN','Contains all the task notes for a CPM project.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:49','VALID_18630','NULL','1',''Y'','BU50T1_REPORT_PARM_LOOKUP','CPM report parameters linking the user label to the SQL cursor used.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:49','VALID_18721','NULL','1','NULL','BU50T1_STREETS','Contains a full list of all valid street available for geocoding purposes','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:49','VALID_18731','NULL','1',''Y'','BU50T1_SUB_PROGRAMS','Contains all program/sub-program combinations.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:49','VALID_18754','NULL','1','NULL','BU50T1_WORK_CATEGORIES','Contains the CPM work categories.','NULL','VALID',
'Valid(Y/N)','VARCHAR2','2013-05-07 00:54:49','VALID_18761','NULL','1','NULL','BU50T1_WORK_TYPES','Contains all the work types listed in CPM.','NULL','VALID',
'Entire range in geo-code (Y/N)','VARCHAR2','2013-05-07 00:54:44','VALIDATION_STATUS_17410','NULL','250','NULL','BU50T1_ADDRESSES','X coordinate low-state plane coordinates','NULL','VALIDATION_STATUS',
'filetype of the index','BLOB','2013-05-07 00:54:18','VALUE__17193','NULL','4000','NULL','INDEX_ADDRESS','Internal address index used by the database','NULL','VALUE_',
'filetype of the index','BLOB','2013-05-07 00:54:18','VALUE__17198','NULL','4000','NULL','INDEX_DELEGATE','Internal delegate index used by the database','NULL','VALUE_',
'filetype of the index','BLOB','2013-05-07 00:54:18','VALUE__17203','NULL','4000','NULL','INDEX_USER','Internal user index used by the database','NULL','VALUE_',
'NULL','NUMBER','2013-05-07 00:54:45','VENDOR_ESTIMATE_17569','NULL','22','NULL','BU50T1_CDOT_CONTRACTS','stores general CDOT contact information','NULL','VENDOR_ESTIMATE',
'NULL','VARCHAR2','2013-05-07 00:54:45','VENDOR_NAME_17536','NULL','240','NULL','BU50T1_CDOT_CONTRACTS','stores general CDOT contact information','NULL','VENDOR_NAME',
'NULL','VARCHAR2','2013-05-07 00:54:45','VENDOR_NAME_17573','NULL','240','NULL','BU50T1_CDOT_CONTRACTS_TEMP','Not currently used.','NULL','VENDOR_NAME',
'NULL','VARCHAR2','2013-05-07 00:54:46','VENDOR_NAME_17787','NULL','240','NULL','BU50T1_DT_CONTRACTS','stores contract information entered by the procurement department.','NULL','VENDOR_NAME',
'NULL','VARCHAR2','2013-05-07 00:54:48','VENDOR_NAME_18428','NULL','240','NULL','BU50T1_PROJECT_REQUISITIONS','Table not used.','NULL','VENDOR_NAME',
'NULL','VARCHAR2','2013-05-07 00:54:49','VENDOR_NAME_18747','NULL','240','NULL','BU50T1_VENDORS','Contains all CIP vendors.','NULL','VENDOR_NAME',
'Primary key','NUMBER','2013-05-07 00:54:49','VEND_SEQ_18744','NULL','22','NULL','BU50T1_VENDORS','Contains all CIP vendors.','NULL','VEND_SEQ',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:16','VERSION_16689','NULL','22','0','ADDRESS','Delegate addresses','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:16','VERSION_16733','NULL','22','0','APPLICATION','CDGA applications','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:16','VERSION_16749','NULL','22','0','APPROPRIATION','Dept recommendation appropriation key','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:16','VERSION_16756','NULL','22','0','APP_ROLE','List of security roles','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:16','VERSION_16769','NULL','22','0','APP_URL','application short cut links','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:16','VERSION_16787','NULL','22','0','APP_USER','Authorized users','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16803','NULL','22','0','BUDGET_TYPE_CODE','List of account groupings','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16813','NULL','22','0','CBS_FUND','List of City funds that provide CDGA money','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16819','NULL','22','0','CORPORATE_STATUS','List of delegate business type','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16832','NULL','22','0','DELEGATE','List of delegates that have registered','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16850','NULL','22','0','DEPARTMENT','List of City departments managing CDGA programs','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16857','NULL','22','0','DHS_APPLICATION','Applications for Homelessness programs managed by HUD','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16869','NULL','22','0','DHS_BUILDING_CODES','Homelessness program applicants information on building codes compliance','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16886','NULL','22','0','DHS_BUILDING_SYSTEMS','Homelessness program applicants information on facility details','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16904','NULL','22','0','DHS_CONGREGATE_HOUSING','For applicants that provide congregate apartments.','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16930','NULL','22','0','DHS_FACILITY','Homelessness program applicants information about their facilities','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16954','NULL','22','0','DHS_LEASE_INFORMATION','Homelessness program. If applicant leases their facility','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16969','NULL','22','0','DHS_LICENSING','Homelessness program applicants must provide info if their facility has a Food Handlers License or Retail Food Establishment License.','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_16989','NULL','22','0','DHS_NEW_SITE_INFORMATION','Homelessness program applicants facilities not currently operating at proposed location.','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_17004','NULL','22','0','DHS_OWNERSHIP_INFORMATION','Homelessness program. If applicant owns their facility','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_17047','NULL','22','0','DHS_PROGRAM_INFORMATION','Homelessness program applicants program details','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:17','VERSION_17062','NULL','22','0','DHS_PROJECT_BASED_APTS','For applicants that provide individual apartments.','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:18','VERSION_17076','NULL','22','0','DHS_SAFETY_SYSTEMS','Homelessness program applicants information on safety and security','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:18','VERSION_17088','NULL','22','0','DHS_SERVICE_LINKAGE','Additional agencies that applicant refers clients to.','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:18','VERSION_17103','NULL','22','0','DHS_SOCIAL_SERVICES','For applicants that applying for a non-residential program or social service program','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:18','VERSION_17116','NULL','22','0','DIVISION','List of City department divisions or bureaus managing CDGA programs','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:18','VERSION_17122','NULL','22','NULL','EVALUATION','Department evaluations of applications','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:18','VERSION_17142','NULL','22','0','EVALUATION_FUNDING','list of evaluation ratings','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated"','NUMBER','2013-05-07 00:54:18','VERSION_17153','NULL','22','0','FACILITY_TYPE','List of common facility types for delegate agencies','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:18','VERSION_17170','NULL','22','0','FRINGE_BENEFIT','List of fringe benefits that delegate agencies offer to their employees with calulators and determination of City share','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:18','VERSION_17180','NULL','22','0','FRINGE_BENEFIT_TYPE_CODE','List of fringe benefits such as social security','NULL','VERSION',
'The CDGA webapp will increment this column by 1 every time that a given record is updated','NUMBER','2013-05-07 00:54:18','VERSION_17191','NULL','22','0','FUND','Funding sources other than CDBG money that delegates agencies are using for an application','NULL','VERSION',
